Dato,Retning,Hul,Liter,Maskine,Højde,Bemærkning,Person,Cleanup,Brush
30/04/2024,,17,7,,,,Bast,Yes,Yes
30/04/2024,,18,6,,,,Bast,Yes,Yes
30/04/2024,,19,10,,,,Bast,Yes,Yes
30/04/2024,,20,"2,5",,,,Bast,Yes,Yes
01/05/2024,,1,2,Triplex,,,Frederik,No,Yes
01/05/2024,,2,4,Triplex,,,Frederik,No,Yes
01/05/2024,,3,5,Triplex,,,Frederik,No,Yes
01/05/2024,,4,6,Triplex,,,Frederik,No,Yes
01/05/2024,,5,4,Triplex,,,Frederik,No,Yes
01/05/2024,,6,6,Triplex,,,Frederik,No,Yes
01/05/2024,,7,7,Triplex,,,Frederik,No,Yes
01/05/2024,,8,4,Triplex,,,Frederik,No,Yes
01/05/2024,,9,4,Triplex,,,Frederik,No,Yes
01/05/2024,,10,5,Triplex,,,Frederik,No,Yes
01/05/2024,,11,4,Triplex,,,Frederik,No,Yes
01/05/2024,,12,7,Triplex,,,Frederik,No,Yes
01/05/2024,,13,5,Triplex,,,Frederik,No,Yes
01/05/2024,,14,5,Triplex,,,Frederik,No,Yes
01/05/2024,,15,7,Triplex,,,Frederik,No,Yes
01/05/2024,,16,5,Triplex,,,Frederik,No,Yes
01/05/2024,,17,3,Triplex,,,Frederik,No,Yes
01/05/2024,,18,3,Triplex,,,Frederik,No,Yes
01/05/2024,,19,4,Triplex,,,Frederik,No,Yes
01/05/2024,,20,2,Triplex,,,Frederik,No,Yes
02/05/2024,,1,4,Triplex,,,Frederik,Yes,Yes
02/05/2024,,2,4,Triplex,,,Frederik,Yes,Yes
02/05/2024,,3,6,Triplex,,,Frederik,Yes,Yes
02/05/2024,,4,7,Triplex,,,Frederik,Yes,Yes
02/05/2024,,5,5,Triplex,,,Frederik,Yes,Yes
02/05/2024,,6,6,Triplex,,,Frederik,Yes,Yes
02/05/2024,,7,6,Triplex,,,Frederik,Yes,Yes
02/05/2024,,8,4,Triplex,,,Frederik,Yes,Yes
02/05/2024,,9,4,Triplex,,,Frederik,Yes,Yes
02/05/2024,,10,5,Triplex,,,Frederik,Yes,Yes
02/05/2024,,11,5,Triplex,,,Frederik,Yes,Yes
02/05/2024,,12,7,Triplex,,,Frederik,Yes,Yes
02/05/2024,,13,8,Triplex,,,Frederik,Yes,Yes
02/05/2024,,14,7,Triplex,,,Frederik,Yes,Yes
02/05/2024,,15,8,Triplex,,,Frederik,Yes,Yes
02/05/2024,,16,6,Triplex,,,Frederik,Yes,Yes
02/05/2024,,17,6,Triplex,,,Frederik,Yes,Yes
02/05/2024,,18,3,Triplex,,,Frederik,Yes,Yes
02/05/2024,,19,6,Triplex,,,Frederik,Yes,Yes
02/05/2024,,20,2,Triplex,,,Frederik,Yes,Yes
04/05/2024,,1,,Triplex,,,Adam,Yes,Yes
04/05/2024,,2,5,Triplex,,,Adam,Yes,Yes
04/05/2024,,3,5,Triplex,,,Adam,Yes,Yes
04/05/2024,,4,12,Triplex,,,Adam,Yes,Yes
04/05/2024,,5,5,Triplex,,,Adam,Yes,Yes
04/05/2024,,6,8,Triplex,,,Adam,Yes,Yes
04/05/2024,,7,8,Triplex,,,Adam,Yes,Yes
04/05/2024,,8,6,Triplex,,,Adam,Yes,Yes
04/05/2024,,9,6,Triplex,,,Adam,Yes,Yes
04/05/2024,,10,7,Triplex,,,Adam,Yes,Yes
04/05/2024,,11,7,Triplex,,,Adam,Yes,Yes
04/05/2024,,12,9,Triplex,,,Adam,Yes,Yes
04/05/2024,,13,10,Triplex,,,Adam,Yes,Yes
04/05/2024,,14,9,Triplex,,,Adam,Yes,Yes
04/05/2024,,15,9,Triplex,,,Adam,Yes,Yes
04/05/2024,,16,6,Triplex,,,Adam,Yes,Yes
04/05/2024,,17,4,Triplex,,,Adam,Yes,Yes
04/05/2024,,18,5,Triplex,,,Adam,Yes,Yes
04/05/2024,,19,9,Triplex,,,Adam,Yes,Yes
04/05/2024,,20,3,Triplex,,,Adam,Yes,Yes
05/05/2024,,1,,Triplex,,,Jonas,No,No
05/05/2024,,2,3,Triplex,,,Jonas,No,No
05/05/2024,,3,4,Triplex,,,Jonas,No,No
05/05/2024,,4,5,Triplex,,,Jonas,No,No
05/05/2024,,5,2,Triplex,,,Jonas,No,No
05/05/2024,,6,"3,5",Triplex,,,Jonas,No,No
05/05/2024,,7,"3,5",Triplex,,,Jonas,No,No
05/05/2024,,8,"1,5",Triplex,,,Jonas,No,No
05/05/2024,,9,3,Triplex,,,Jonas,No,No
05/05/2024,,10,4,Triplex,,,Jonas,No,No
05/05/2024,,11,3,Triplex,,,Jonas,No,No
05/05/2024,,12,4,Triplex,,,Jonas,No,No
05/05/2024,,13,"4,5",Triplex,,,Jonas,No,No
05/05/2024,,14,5,Triplex,,,Jonas,No,No
05/05/2024,,15,"4,5",Triplex,,,Jonas,No,No
05/05/2024,,16,3,Triplex,,,Jonas,No,No
05/05/2024,,17,3,Triplex,,,Jonas,No,No
05/05/2024,,18,2,Triplex,,,Jonas,No,No
05/05/2024,,19,3,Triplex,,,Jonas,No,No
05/05/2024,,20,"0,25",Triplex,,,Jonas,No,No
06/05/2024,,1,2,Triplex,,,Frederik,No,Yes
06/05/2024,,2,3,Triplex,,,Frederik,No,Yes
06/05/2024,,3,4,Triplex,,,Frederik,No,Yes
06/05/2024,,4,4,Triplex,,,Frederik,No,Yes
06/05/2024,,5,2,Triplex,,,Frederik,No,Yes
06/05/2024,,6,3,Triplex,,,Frederik,No,Yes
06/05/2024,,7,4,Triplex,,,Frederik,No,Yes
06/05/2024,,8,2,Triplex,,,Frederik,No,Yes
06/05/2024,,9,3,Triplex,,,Frederik,No,Yes
06/05/2024,,10,3,Triplex,,,Frederik,No,Yes
06/05/2024,,11,3,Triplex,,,Frederik,No,Yes
06/05/2024,,12,5,Triplex,,,Frederik,No,Yes
06/05/2024,,13,5,Triplex,,,Frederik,No,Yes
06/05/2024,,14,5,Triplex,,,Frederik,No,Yes
06/05/2024,,15,8,Triplex,,,Frederik,No,Yes
06/05/2024,,16,4,Triplex,,,Frederik,No,Yes
06/05/2024,,17,4,Triplex,,,Frederik,No,Yes
06/05/2024,,18,2,Triplex,,,Frederik,No,Yes
06/05/2024,,19,3,Triplex,,,Frederik,No,Yes
06/05/2024,,20,1,Triplex,,,Frederik,No,Yes
09/05/2024,,1,,Triplex,,,Max,Yes,No
09/05/2024,,2,5,Triplex,,,Max,Yes,No
09/05/2024,,3,6,Triplex,,,Max,Yes,No
09/05/2024,,4,8,Triplex,,,Max,Yes,No
09/05/2024,,5,5,Triplex,,,Max,Yes,No
09/05/2024,,6,6,Triplex,,,Max,Yes,No
09/05/2024,,7,7,Triplex,,,Max,Yes,No
09/05/2024,,8,5,Triplex,,,Max,Yes,No
09/05/2024,,9,5,Triplex,,,Max,Yes,No
09/05/2024,,10,8,Triplex,,,Max,Yes,No
09/05/2024,,11,6,Triplex,,,Max,Yes,No
09/05/2024,,12,9,Triplex,,,Max,Yes,No
09/05/2024,,13,7,Triplex,,,Max,Yes,No
09/05/2024,,14,8,Triplex,,,Max,Yes,No
09/05/2024,,15,7,Triplex,,,Max,Yes,No
09/05/2024,,16,7,Triplex,,,Max,Yes,No
09/05/2024,,17,6,Triplex,,,Max,Yes,No
09/05/2024,,18,5,Triplex,,,Max,Yes,No
09/05/2024,,19,8,Triplex,,,Max,Yes,No
09/05/2024,,20,2,Triplex,,,Bast,No,No
10/05/2024,,1,"3,5",Triplex,,,Bast,No,No
10/05/2024,,2,"4,5",Triplex,,,Bast,No,No
10/05/2024,,3,5,Triplex,,,Bast,No,No
10/05/2024,,4,7,Triplex,,,Bast,No,No
10/05/2024,,5,"3,5",Triplex,,,Bast,No,No
10/05/2024,,6,5,Triplex,,,Bast,No,No
10/05/2024,,7,6,Triplex,,,Bast,No,No
10/05/2024,,8,4,Triplex,,,Bast,No,No
10/05/2024,,9,5,Triplex,,,Bast,No,No
10/05/2024,,10,5,Triplex,,,Bast,No,No
10/05/2024,,11,"4,5",Triplex,,,Bast,No,No
10/05/2024,,12,"5,5",Triplex,,,Bast,No,No
10/05/2024,,13,10,Triplex,,,Bast,No,No
10/05/2024,,14,5,Triplex,,,Bast,No,No
10/05/2024,,15,6,Triplex,,,Bast,No,No
10/05/2024,,16,6,Triplex,,,Bast,No,No
10/05/2024,,17,6,Triplex,,,Bast,No,No
10/05/2024,,18,"3,5",Triplex,,,Bast,No,No
10/05/2024,,19,"4,5",Triplex,,,Bast,No,No
10/05/2024,,20,2,Triplex,,,Bast,No,No
11/05/2024,,1,4,Triplex,,,Max,Yes,No
11/05/2024,,2,4,Triplex,,,Max,Yes,No
11/05/2024,,3,5,Triplex,,,Max,Yes,No
11/05/2024,,4,4,Triplex,,,Max,Yes,No
11/05/2024,,5,5,Triplex,,,Max,Yes,No
11/05/2024,,6,5,Triplex,,,Max,Yes,No
11/05/2024,,7,5,Triplex,,,Max,Yes,No
11/05/2024,,8,5,Triplex,,,Max,Yes,No
11/05/2024,,9,4,Triplex,,,Max,Yes,No
11/05/2024,,10,6,Triplex,,,Max,Yes,No
11/05/2024,,11,4,Triplex,,,Max,Yes,No
11/05/2024,,12,7,Triplex,,,Max,Yes,No
11/05/2024,,13,5,Triplex,,,Max,Yes,No
11/05/2024,,14,6,Triplex,,,Max,Yes,No
11/05/2024,,15,6,Triplex,,,Max,Yes,No
11/05/2024,,16,6,Triplex,,,Max,Yes,No
11/05/2024,,17,6,Triplex,,,Max,Yes,No
11/05/2024,,18,4,Triplex,,,Max,Yes,No
11/05/2024,,19,4,Triplex,,,Max,Yes,No
11/05/2024,,20,2,Triplex,,,Max,Yes,No
12/05/2024,,1,"1,5",Triplex,,,Bast,No,No
12/05/2024,,2,3,Triplex,,,Bast,No,No
12/05/2024,,3,3,Triplex,,,Bast,No,No
12/05/2024,,4,9,Triplex,,,Bast,No,No
12/05/2024,,5,7,Triplex,,,Bast,No,No
12/05/2024,,6,5,Triplex,,,Bast,No,No
12/05/2024,,7,5,Triplex,,,Bast,No,No
12/05/2024,,8,"3,5",Triplex,,,Bast,No,No
12/05/2024,,9,"4,5",Triplex,,,Bast,No,No
12/05/2024,,10,4,Triplex,,,Bast,No,No
12/05/2024,,11,7,Triplex,,,Bast,No,No
12/05/2024,,12,"7,5",Triplex,,,Bast,No,No
12/05/2024,,13,"4,5",Triplex,,,Bast,No,No
12/05/2024,,14,"4,5",Triplex,,,Bast,No,No
12/05/2024,,15,"5,5",Triplex,,,Bast,No,No
12/05/2024,,16,"4,5",Triplex,,,Bast,No,No
12/05/2024,,17,4,Triplex,,,Bast,No,No
12/05/2024,,18,2,Triplex,,,Bast,No,No
12/05/2024,,19,3,Triplex,,,Bast,No,No
12/05/2024,,20,"0,5",Triplex,,,Bast,No,No
13/05/2024,,1,4,Triplex,,,Frederik,Yes,No
13/05/2024,,2,5,Triplex,,,Frederik,Yes,No
13/05/2024,,3,5,Triplex,,,Frederik,Yes,No
13/05/2024,,4,7,Triplex,,,Frederik,Yes,No
13/05/2024,,5,4,Triplex,,,Frederik,Yes,No
13/05/2024,,6,5,Triplex,,,Frederik,Yes,No
13/05/2024,,7,6,Triplex,,,Frederik,Yes,No
13/05/2024,,8,5,Triplex,,,Frederik,Yes,No
13/05/2024,,9,5,Triplex,,,Frederik,Yes,No
13/05/2024,,10,6,Triplex,,,Frederik,Yes,No
13/05/2024,,11,7,Triplex,,,Frederik,Yes,No
13/05/2024,,12,7,Triplex,,,Frederik,Yes,No
13/05/2024,,13,6,Triplex,,,Frederik,Yes,No
13/05/2024,,14,6,Triplex,,,Frederik,Yes,No
13/05/2024,,15,5,Triplex,,,Frederik,Yes,No
13/05/2024,,16,5,Triplex,,,Frederik,Yes,No
13/05/2024,,17,5,Triplex,,,Frederik,Yes,No
13/05/2024,,18,5,Triplex,,,Frederik,Yes,No
13/05/2024,,19,5,Triplex,,,Frederik,Yes,No
13/05/2024,,20,1,Triplex,,,Frederik,Yes,No
14/05/2024,R/L,1,7,Triplex,"3,75",,Rasmus,No,No
14/05/2024,R/L,2,5,Triplex,"3,75",,Rasmus,No,No
14/05/2024,R/L,3,6,Triplex,"3,75",,Rasmus,No,No
14/05/2024,R/L,4,10,Triplex,"3,75",,Rasmus,No,No
14/05/2024,R/L,5,5,Triplex,"3,75",,Rasmus,No,No
14/05/2024,R/L,6,6,Triplex,"3,75",,Rasmus,No,No
14/05/2024,R/L,7,8,Triplex,"3,75",,Rasmus,No,No
14/05/2024,R/L,8,6,Triplex,"3,75",,Rasmus,No,No
14/05/2024,R/L,9,6,Triplex,"3,75",,Rasmus,No,No
14/05/2024,R/L,10,7,Triplex,"3,75",,Rasmus,No,No
14/05/2024,R/L,11,7,Triplex,"3,75",,Rasmus,No,No
14/05/2024,R/L,12,7,Triplex,"3,75",,Rasmus,No,No
14/05/2024,R/L,13,7,Triplex,"3,75",,Rasmus,No,No
14/05/2024,R/L,14,7,Triplex,"3,75",,Rasmus,No,No
14/05/2024,R/L,15,7,Triplex,"3,75",,Rasmus,No,No
14/05/2024,R/L,16,7,Triplex,"3,75",,Rasmus,No,No
14/05/2024,R/L,17,6,Triplex,"3,75",,Rasmus,No,No
14/05/2024,R/L,18,4,Triplex,"3,75",,Rasmus,No,No
14/05/2024,R/L,19,7,Triplex,"3,75",,Rasmus,No,No
14/05/2024,R/L,20,1,Triplex,"3,75",,Rasmus,No,No
15/05/2024,L/R,1,3,Triplex,"3,75",,Adrian,No,No
15/05/2024,L/R,2,4,Triplex,"3,75",,Adrian,No,No
15/05/2024,L/R,3,4,Triplex,"3,75",,Adrian,No,No
15/05/2024,L/R,4,7,Triplex,"3,75",,Adrian,No,No
15/05/2024,L/R,5,"2,5",Triplex,"3,75",Tørke,Adrian,No,No
15/05/2024,L/R,6,3,Triplex,"3,75",Tørke,Adrian,No,No
15/05/2024,L/R,7,6,Triplex,"3,75",Tørke,Adrian,No,No
15/05/2024,L/R,8,3,Triplex,"3,75",Tørke,Adrian,No,No
15/05/2024,L/R,9,4,Triplex,"3,75",,Adrian,No,No
15/05/2024,L/R,10,4,Triplex,"3,75",,Adrian,No,No
15/05/2024,L/R,11,4,Triplex,"3,75",,Adrian,No,No
15/05/2024,L/R,12,6,Triplex,"3,75",Tørke,Adrian,No,No
15/05/2024,L/R,13,3,Triplex,"3,75",,Adrian,No,No
15/05/2024,L/R,14,4,Triplex,"3,75",Tørke,Adrian,No,No
15/05/2024,L/R,15,5,Triplex,"3,75",Tørke,Adrian,No,No
15/05/2024,L/R,16,"4,5",Triplex,"3,75",,Adrian,No,No
15/05/2024,L/R,17,"3,5",Triplex,"3,75",Tørke,Adrian,No,No
15/05/2024,L/R,18,2,Triplex,"3,75",,Adrian,No,No
15/05/2024,L/R,19,"4,5",Triplex,"3,75",,Adrian,No,No
15/05/2024,L/R,20,1,Triplex,"3,75",,Adrian,No,No
16/05/2024,STRAIGHT AGAINST,1,"5,5",Triplex,"3,75",,Bast,Yes,No
16/05/2024,STRAIGHT AGAINST,2,"5,5",Triplex,"3,75",,Bast,Yes,No
16/05/2024,STRAIGHT AGAINST,3,5,Triplex,"3,75",,Bast,Yes,No
16/05/2024,STRAIGHT AGAINST,4,10,Triplex,"3,75",,Bast,Yes,No
16/05/2024,STRAIGHT AGAINST,5,"4,5",Triplex,"3,75",,Bast,Yes,No
16/05/2024,STRAIGHT AGAINST,6,6,Triplex,"3,75",,Bast,Yes,No
16/05/2024,STRAIGHT AGAINST,7,9,Triplex,"3,75",,Bast,Yes,No
16/05/2024,STRAIGHT AGAINST,8,5,Triplex,"3,75",,Bast,Yes,No
16/05/2024,STRAIGHT AGAINST,9,6,Triplex,"3,75",,Bast,Yes,No
16/05/2024,STRAIGHT AGAINST,10,8,Triplex,"3,75",,Bast,Yes,No
16/05/2024,STRAIGHT AGAINST,11,"6,5",Triplex,"3,75",,Bast,Yes,No
16/05/2024,STRAIGHT AGAINST,12,7,Triplex,"3,75",,Bast,Yes,No
16/05/2024,STRAIGHT AGAINST,13,"5,5",Triplex,"3,75",,Bast,Yes,No
16/05/2024,STRAIGHT AGAINST,14,7,Triplex,"3,75",,Bast,Yes,No
16/05/2024,STRAIGHT AGAINST,15,"8,5",Triplex,"3,75",,Bast,Yes,No
16/05/2024,STRAIGHT AGAINST,16,"5,5",Triplex,"3,75",,Bast,Yes,No
16/05/2024,STRAIGHT AGAINST,17,"5,5",Triplex,"3,75",,Bast,Yes,No
16/05/2024,STRAIGHT AGAINST,18,"4,5",Triplex,"3,75",,Bast,Yes,No
16/05/2024,STRAIGHT AGAINST,19,"5,5",Triplex,"3,75",,Bast,Yes,No
16/05/2024,STRAIGHT AGAINST,20,"1,5",Triplex,"3,75",,Bast,Yes,No
17/05/2024,R/L,1,3,Triplex,"3,75",,Adrian,No,No
17/05/2024,R/L,2,2,Triplex,"3,75",,Adrian,No,No
17/05/2024,R/L,3,3,Triplex,"3,75",,Adrian,No,No
17/05/2024,R/L,4,8,Triplex,"3,75",,Adrian,No,No
17/05/2024,R/L,5,"2,5",Triplex,"3,75",,Adrian,No,No
17/05/2024,R/L,6,"3,5",Triplex,"3,75",,Adrian,No,No
17/05/2024,R/L,7,5,Triplex,"3,75",,Adrian,No,No
17/05/2024,R/L,8,"2,5",Triplex,"3,75",,Adrian,No,No
17/05/2024,R/L,9,"2,5",Triplex,"3,75",,Adrian,No,No
17/05/2024,R/L,10,"3,5",Triplex,"3,75",,Adrian,No,No
17/05/2024,R/L,11,"3,5",Triplex,"3,75",,Adrian,No,No
17/05/2024,R/L,12,"4,5",Triplex,"3,75",,Adrian,No,No
17/05/2024,R/L,13,3,Triplex,"3,75",,Adrian,No,No
17/05/2024,R/L,14,4,Triplex,"3,75",,Adrian,No,No
17/05/2024,R/L,15,4,Triplex,"3,75",,Adrian,No,No
17/05/2024,R/L,16,"2,5",Triplex,"3,75",,Adrian,No,No
17/05/2024,R/L,17,"2,5",Triplex,"3,75",,Adrian,No,No
17/05/2024,R/L,18,"2,5",Triplex,"3,75",,Adrian,No,No
17/05/2024,R/L,19,3,Triplex,"3,75",,Adrian,No,No
17/05/2024,R/L,20,1,Triplex,"3,75",,Adrian,No,No
18/05/2024,STRAIGHT AGAINST,1,4,Triplex,"3,75",,Rasmus,Yes,No
18/05/2024,STRAIGHT AGAINST,2,4,Triplex,"3,75",,Rasmus,Yes,No
18/05/2024,STRAIGHT AGAINST,3,4,Triplex,"3,75",,Rasmus,Yes,No
18/05/2024,STRAIGHT AGAINST,4,11,Triplex,"3,75",,Rasmus,Yes,No
18/05/2024,STRAIGHT AGAINST,5,3,Triplex,"3,75",,Rasmus,Yes,No
18/05/2024,STRAIGHT AGAINST,6,4,Triplex,"3,75",,Rasmus,Yes,No
18/05/2024,STRAIGHT AGAINST,7,10,Triplex,"3,75",,Rasmus,Yes,No
18/05/2024,STRAIGHT AGAINST,8,4,Triplex,"3,75",,Rasmus,Yes,No
18/05/2024,STRAIGHT AGAINST,9,5,Triplex,"3,75",,Rasmus,Yes,No
18/05/2024,STRAIGHT AGAINST,10,5,Triplex,"3,75",,Rasmus,Yes,No
18/05/2024,STRAIGHT AGAINST,11,6,Triplex,"3,75",,Rasmus,Yes,No
18/05/2024,STRAIGHT AGAINST,12,7,Triplex,"3,75",,Rasmus,Yes,No
18/05/2024,STRAIGHT AGAINST,13,5,Triplex,"3,75",,Rasmus,Yes,No
18/05/2024,STRAIGHT AGAINST,14,7,Triplex,"3,75",,Rasmus,Yes,No
18/05/2024,STRAIGHT AGAINST,15,7,Triplex,"3,75",,Rasmus,Yes,No
18/05/2024,STRAIGHT AGAINST,16,4,Triplex,"3,75",,Rasmus,Yes,No
18/05/2024,STRAIGHT AGAINST,17,5,Triplex,"3,75",,Rasmus,Yes,No
18/05/2024,STRAIGHT AGAINST,18,3,Triplex,"3,75",,Rasmus,Yes,No
18/05/2024,STRAIGHT AGAINST,19,4,Triplex,"3,75",,Rasmus,Yes,No
18/05/2024,STRAIGHT AGAINST,20,1,Triplex,"3,75",,Rasmus,Yes,No
19/05/2024,L/R,1,2,Triplex,"3,75",,Rasmus,No,No
19/05/2024,L/R,2,"2,5",Triplex,"3,75",,Rasmus,No,No
19/05/2024,L/R,3,"3,5",Triplex,"3,75",,Rasmus,No,No
19/05/2024,L/R,4,7,Triplex,"3,75",,Rasmus,No,No
19/05/2024,L/R,5,3,Triplex,"3,75",,Rasmus,No,No
19/05/2024,L/R,6,3,Triplex,"3,75",,Rasmus,No,No
19/05/2024,L/R,7,6,Triplex,"3,75",,Rasmus,No,No
19/05/2024,L/R,8,3,Triplex,"3,75",,Rasmus,No,No
19/05/2024,L/R,9,4,Triplex,"3,75",,Rasmus,No,No
19/05/2024,L/R,10,3,Triplex,"3,75",,Rasmus,No,No
19/05/2024,L/R,11,4,Triplex,"3,75",,Rasmus,No,No
19/05/2024,L/R,12,5,Triplex,"3,75",,Rasmus,No,No
19/05/2024,L/R,13,3,Triplex,"3,75",,Rasmus,No,No
19/05/2024,L/R,14,4,Triplex,"3,75",,Rasmus,No,No
19/05/2024,L/R,15,5,Triplex,"3,75",,Rasmus,No,No
19/05/2024,L/R,16,3,Triplex,"3,75",,Rasmus,No,No
19/05/2024,L/R,17,"3,5",Triplex,"3,75",,Rasmus,No,No
19/05/2024,L/R,18,"3,5",Triplex,"3,75",,Rasmus,No,No
19/05/2024,L/R,19,4,Triplex,"3,75",,Rasmus,No,No
19/05/2024,L/R,20,1,Triplex,"3,75",,Rasmus,No,No
20/05/2024,STRAIGHT,1,"2,5",Triplex,"3,75",,Adrian,Adrian,Adrian
20/05/2024,STRAIGHT,2,"2,5",Triplex,"3,75",,Adrian,Adrian,Adrian
20/05/2024,STRAIGHT,3,"2,5",Triplex,"3,75",,Adrian,Adrian,Adrian
20/05/2024,STRAIGHT,4,5,Triplex,"3,75",,Adrian,Adrian,Adrian
20/05/2024,STRAIGHT,5,"1,5",Triplex,"3,75",,Adrian,Adrian,Adrian
20/05/2024,STRAIGHT,6,"2,5",Triplex,"3,75",,Adrian,Adrian,Adrian
20/05/2024,STRAIGHT,7,"3,5",Triplex,"3,75",,Adrian,Adrian,Adrian
20/05/2024,STRAIGHT,8,2,Triplex,"3,75",,Adrian,Adrian,Adrian
20/05/2024,STRAIGHT,9,3,Triplex,"3,75",,Adrian,Adrian,Adrian
20/05/2024,STRAIGHT,10,"3,5",Triplex,"3,75",,Adrian,Adrian,Adrian
20/05/2024,STRAIGHT,11,3,Triplex,"3,75",,Adrian,Adrian,Adrian
20/05/2024,STRAIGHT,12,4,Triplex,"3,75",,Adrian,Adrian,Adrian
20/05/2024,STRAIGHT,13,"2,5",Triplex,"3,75",,Adrian,Adrian,Adrian
20/05/2024,STRAIGHT,14,4,Triplex,"3,75",,Adrian,Adrian,Adrian
20/05/2024,STRAIGHT,15,4,Triplex,"3,75",,Adrian,Adrian,Adrian
20/05/2024,STRAIGHT,16,3,Triplex,"3,75",,Adrian,Adrian,Adrian
20/05/2024,STRAIGHT,17,3,Triplex,"3,75",,Adrian,Adrian,Adrian
20/05/2024,STRAIGHT,18,2,Triplex,"3,75",,Adrian,Adrian,Adrian
20/05/2024,STRAIGHT,19,"2,5",Triplex,"3,75",,Adrian,Adrian,Adrian
20/05/2024,STRAIGHT,20,1,Triplex,"3,75",,Adrian,Adrian,Adrian
21/05/2024,R/L AGAINST,1,4,Triplex,"3,75",,Adam,Yes,No
21/05/2024,R/L AGAINST,2,4,Triplex,"3,75",,Adam,Yes,No
21/05/2024,R/L AGAINST,3,4,Triplex,"3,75",,Adam,Yes,No
21/05/2024,R/L AGAINST,4,7,Triplex,"3,75",,Adam,Yes,No
21/05/2024,R/L AGAINST,5,4,Triplex,"3,75",,Adam,Yes,No
21/05/2024,R/L AGAINST,6,5,Triplex,"3,75",,Adam,Yes,No
21/05/2024,R/L AGAINST,7,6,Triplex,"3,75",,Adam,Yes,No
21/05/2024,R/L AGAINST,8,5,Triplex,"3,75",,Adam,Yes,No
21/05/2024,R/L AGAINST,9,4,Triplex,"3,75",,Adam,Yes,No
21/05/2024,R/L AGAINST,10,5,Triplex,"3,75",,Adam,Yes,No
21/05/2024,R/L AGAINST,11,5,Triplex,"3,75",,Adam,Yes,No
