Dato,Retning,Hul,Liter,Maskine,Højde,Bemærkning,Person,Cleanup,Brush
21/05/2024,R/L AGAINST,12,6,Triplex,"3,75",,Adam,Yes,No
21/05/2024,R/L AGAINST,13,5,Triplex,"3,75",,Adam,Yes,No
21/05/2024,R/L AGAINST,14,5,Triplex,"3,75",,Adam,Yes,No
21/05/2024,R/L AGAINST,15,6,Triplex,"3,75",,Adam,Yes,No
21/05/2024,R/L AGAINST,16,3,Triplex,"3,75",,Adam,Yes,No
21/05/2024,R/L AGAINST,17,4,Triplex,"3,75",,Adam,Yes,No
21/05/2024,R/L AGAINST,18,3,Triplex,"3,75",,Adam,Yes,No
21/05/2024,R/L AGAINST,19,4,Triplex,"3,75",,Adam,Yes,No
21/05/2024,R/L AGAINST,20,3,Triplex,"3,75",,Adam,Yes,No
22/05/2024,L/R,1,2,Triplex,"3,75",,Adrian,No,No
22/05/2024,L/R,2,2,Triplex,"3,75",,Adrian,No,No
22/05/2024,L/R,3,2,Triplex,"3,75",,Adrian,No,No
22/05/2024,L/R,4,"8,5",Triplex,"3,75",,Adrian,No,No
22/05/2024,L/R,5,"1,5",Triplex,"3,75",,Adrian,No,No
22/05/2024,L/R,6,"3,5",Triplex,"3,75",,Adrian,No,No
22/05/2024,L/R,7,6,Triplex,"3,75",,Adrian,No,No
22/05/2024,L/R,8,"1,5",Triplex,"3,75",,Adrian,No,No
22/05/2024,L/R,9,2,Triplex,"3,75",,Adrian,No,No
22/05/2024,L/R,10,4,Triplex,"3,75",,Adrian,No,No
22/05/2024,L/R,11,"2,5",Triplex,"3,75",,Adrian,No,No
22/05/2024,L/R,12,3,Triplex,"3,75",,Adrian,No,No
22/05/2024,L/R,13,2,Triplex,"3,75",,Adrian,No,No
22/05/2024,L/R,14,"3,5",Triplex,"3,75",,Adrian,No,No
22/05/2024,L/R,15,4,Triplex,"3,75",,Adrian,No,No
22/05/2024,L/R,16,"2,5",Triplex,"3,75",,Adrian,No,No
22/05/2024,L/R,17,2,Triplex,"3,75",,Adrian,No,No
22/05/2024,L/R,18,1,Triplex,"3,75",,Adrian,No,No
22/05/2024,L/R,19,"1,5",Triplex,"3,75",,Adrian,No,No
22/05/2024,L/R,20,"0,5",Triplex,"3,75",,Adrian,No,No
23/05/2024,STRAIGHT AGAINST,1,3,Triplex,"3,75",,Adam,No,No
23/05/2024,STRAIGHT AGAINST,2,2,Triplex,"3,75",,Adam,No,No
23/05/2024,STRAIGHT AGAINST,3,2,Triplex,"3,75",,Adam,No,No
23/05/2024,STRAIGHT AGAINST,4,5,Triplex,"3,75",,Adam,No,No
23/05/2024,STRAIGHT AGAINST,5,3,Triplex,"3,75",,Adam,No,No
23/05/2024,STRAIGHT AGAINST,6,3,Triplex,"3,75",,Adam,No,No
23/05/2024,STRAIGHT AGAINST,7,4,Triplex,"3,75",,Adam,No,No
23/05/2024,STRAIGHT AGAINST,8,3,Triplex,"3,75",,Adam,No,No
23/05/2024,STRAIGHT AGAINST,9,3,Triplex,"3,75",,Adam,No,No
23/05/2024,STRAIGHT AGAINST,10,5,Triplex,"3,75",,Adam,No,No
23/05/2024,STRAIGHT AGAINST,11,4,Triplex,"3,75",,Adam,No,No
23/05/2024,STRAIGHT AGAINST,12,3,Triplex,"3,75",,Adam,No,No
23/05/2024,STRAIGHT AGAINST,13,3,Triplex,"3,75",,Adam,No,No
23/05/2024,STRAIGHT AGAINST,14,3,Triplex,"3,75",,Adam,No,No
23/05/2024,STRAIGHT AGAINST,15,4,Triplex,"3,75",,Adam,No,No
23/05/2024,STRAIGHT AGAINST,16,2,Triplex,"3,75",,Adam,No,No
23/05/2024,STRAIGHT AGAINST,17,3,Triplex,"3,75",,Adam,No,No
23/05/2024,STRAIGHT AGAINST,18,3,Triplex,"3,75",,Adam,No,No
23/05/2024,STRAIGHT AGAINST,19,3,Triplex,"3,75",,Adam,No,No
23/05/2024,STRAIGHT AGAINST,20,2,Triplex,"3,75",,Adam,No,No
24/05/2024,R/L WITH,1,4,Triplex,"3,75",,Bast,Yes,No
24/05/2024,R/L WITH,2,"5,5",Triplex,"3,75",,Bast,Yes,No
24/05/2024,R/L WITH,3,4,Triplex,"3,75",,Bast,Yes,No
24/05/2024,R/L WITH,4,11,Triplex,"3,75",,Bast,Yes,No
24/05/2024,R/L WITH,5,4,Triplex,"3,75",,Bast,Yes,No
24/05/2024,R/L WITH,6,4,Triplex,"3,75",,Bast,Yes,No
24/05/2024,R/L WITH,7,"6,5",Triplex,"3,75",,Bast,Yes,No
24/05/2024,R/L WITH,8,4,Triplex,"3,75",,Bast,Yes,No
24/05/2024,R/L WITH,9,5,Triplex,"3,75",,Bast,Yes,No
24/05/2024,R/L WITH,10,"6,5",Triplex,"3,75",,Bast,Yes,No
24/05/2024,R/L WITH,11,6,Triplex,"3,75",,Bast,Yes,No
24/05/2024,R/L WITH,12,6,Triplex,"3,75",,Bast,Yes,No
24/05/2024,R/L WITH,13,"4,5",Triplex,"3,75",,Bast,Yes,No
24/05/2024,R/L WITH,14,5,Triplex,"3,75",,Bast,Yes,No
24/05/2024,R/L WITH,15,7,Triplex,"3,75",,Bast,Yes,No
24/05/2024,R/L WITH,16,"5,5",Triplex,"3,75",,Bast,Yes,No
24/05/2024,R/L WITH,17,6,Triplex,"3,75",,Bast,Yes,No
24/05/2024,R/L WITH,18,3,Triplex,"3,75",,Bast,Yes,No
24/05/2024,R/L WITH,19,3,Triplex,"3,75",,Bast,Yes,No
24/05/2024,R/L WITH,20,0,Triplex,"3,75",,Bast,Yes,No
25/05/2024,L/R WITH,1,8,Triplex,"3,2",,Frederik,Yes,No
25/05/2024,L/R WITH,2,7,Triplex,"3,2",,Frederik,Yes,No
25/05/2024,L/R WITH,3,9,Triplex,"3,2",,Frederik,Yes,No
25/05/2024,L/R WITH,4,14,Triplex,"3,2",,Frederik,Yes,No
25/05/2024,L/R WITH,5,9,Triplex,"3,2",,Frederik,Yes,No
25/05/2024,L/R WITH,6,10,Triplex,"3,2",,Frederik,Yes,No
25/05/2024,L/R WITH,7,9,Triplex,"3,2",,Frederik,Yes,No
25/05/2024,L/R WITH,8,8,Triplex,"3,2",,Frederik,Yes,No
25/05/2024,L/R WITH,9,8,Triplex,"3,2",,Frederik,Yes,No
25/05/2024,L/R WITH,10,10,Triplex,"3,2",,Frederik,Yes,No
25/05/2024,L/R WITH,11,9,Triplex,"3,2",,Frederik,Yes,No
25/05/2024,L/R WITH,12,13,Triplex,"3,2",,Frederik,Yes,No
25/05/2024,L/R WITH,13,8,Triplex,"3,2",,Frederik,Yes,No
25/05/2024,L/R WITH,14,10,Triplex,"3,2",,Frederik,Yes,No
25/05/2024,L/R WITH,15,10,Triplex,"3,2",,Frederik,Yes,No
25/05/2024,L/R WITH,16,10,Triplex,"3,2",,Frederik,Yes,No
25/05/2024,L/R WITH,17,9,Triplex,"3,2",,Frederik,Yes,No
25/05/2024,L/R WITH,18,6,Triplex,"3,2",,Frederik,Yes,No
25/05/2024,L/R WITH,19,7,Triplex,"3,2",,Frederik,Yes,No
25/05/2024,L/R WITH,20,4,Triplex,"3,2",,Frederik,Yes,No
26/05/2024,STRAIGHT,1,6,Triplex,"3,2",,Frederik,No,Yes
26/05/2024,STRAIGHT,2,6,Triplex,"3,2",,Frederik,No,Yes
26/05/2024,STRAIGHT,3,8,Triplex,"3,2",,Frederik,No,Yes
26/05/2024,STRAIGHT,4,10,Triplex,"3,2",,Frederik,No,Yes
26/05/2024,STRAIGHT,5,7,Triplex,"3,2",,Frederik,No,Yes
26/05/2024,STRAIGHT,6,8,Triplex,"3,2",,Frederik,No,Yes
26/05/2024,STRAIGHT,7,9,Triplex,"3,2",,Frederik,No,Yes
26/05/2024,STRAIGHT,8,6,Triplex,"3,2",,Frederik,No,Yes
26/05/2024,STRAIGHT,9,7,Triplex,"3,2",,Frederik,No,Yes
26/05/2024,STRAIGHT,10,8,Triplex,"3,2",,Frederik,No,Yes
26/05/2024,STRAIGHT,11,7,Triplex,"3,2",,Frederik,No,Yes
26/05/2024,STRAIGHT,12,9,Triplex,"3,2",,Frederik,No,Yes
26/05/2024,STRAIGHT,13,7,Triplex,"3,2",,Frederik,No,Yes
26/05/2024,STRAIGHT,14,7,Triplex,"3,2",,Frederik,No,Yes
26/05/2024,STRAIGHT,15,9,Triplex,"3,2",,Frederik,No,Yes
26/05/2024,STRAIGHT,16,7,Triplex,"3,2",,Frederik,No,Yes
26/05/2024,STRAIGHT,17,6,Triplex,"3,2",,Frederik,No,Yes
26/05/2024,STRAIGHT,18,4,Triplex,"3,2",,Frederik,No,Yes
26/05/2024,STRAIGHT,19,7,Triplex,"3,2",,Frederik,No,Yes
26/05/2024,STRAIGHT,20,3,Triplex,"3,2",,Frederik,No,Yes
27/05/2024,R/L WITH,1,,Singleklipper 1,"3,2",Airation - Ninjatines,Adrian,,
27/05/2024,R/L WITH,2,,Singleklipper 1,"3,2",Airation - Ninjatines,Bast,,
27/05/2024,R/L WITH,3,,Singleklipper 1,"3,2",Airation - Ninjatines,Adrian,,
27/05/2024,R/L WITH,4,,Singleklipper 1,"3,2",Airation - Ninjatines,Bast,,
27/05/2024,R/L WITH,5,,Singleklipper 1,"3,2",Airation - Ninjatines,Adrian,,
27/05/2024,R/L WITH,6,,Singleklipper 1,"3,2",Airation - Ninjatines,Bast,,
27/05/2024,R/L WITH,7,,Singleklipper 1,"3,2",Airation - Ninjatines,Adrian,,
27/05/2024,R/L WITH,8,,Singleklipper 1,"3,2",Airation - Ninjatines,Bast,,
27/05/2024,R/L WITH,9,,Singleklipper 1,"3,2",Airation - Ninjatines,Adrian,,
27/05/2024,R/L,10,6,Triplex,"3,2",,Adam,No,No
27/05/2024,R/L,11,6,Triplex,"3,2",,Adam,No,No
27/05/2024,R/L,12,5,Triplex,"3,2",,Adam,No,No
27/05/2024,R/L,13,6,Triplex,"3,2",,Adam,No,No
27/05/2024,R/L,14,6,Triplex,"3,2",,Adam,No,No
27/05/2024,R/L,15,8,Triplex,"3,2",,Adam,No,No
27/05/2024,R/L,16,6,Triplex,"3,2",,Adam,No,No
27/05/2024,R/L,17,6,Triplex,"3,2",,Adam,No,No
27/05/2024,R/L,18,4,Triplex,"3,2",,Adam,No,No
27/05/2024,R/L,19,5,Triplex,"3,2",,Adam,No,No
27/05/2024,R/L,20,3,Triplex,"3,2",,Adam,No,No
28/05/2024,L/R,1,3,Triplex,"3,2",Post airation,Rasmus,No,No
28/05/2024,L/R,2,5,Triplex,"3,2",Post airation,Rasmus,No,No
28/05/2024,L/R,3,4,Triplex,"3,2",Post airation,Rasmus,No,No
28/05/2024,L/R,4,4,Triplex,"3,2",Post airation,Rasmus,No,No
28/05/2024,L/R,5,5,Triplex,"3,2",Post airation,Rasmus,No,No
28/05/2024,L/R,6,7,Triplex,"3,2",Post airation,Rasmus,No,No
28/05/2024,L/R,7,8,Triplex,"3,2",Post airation,Rasmus,No,No
28/05/2024,L/R,8,5,Triplex,"3,2",Post airation,Rasmus,No,No
28/05/2024,L/R,9,4,Triplex,"3,2",Post airation,Rasmus,No,No
28/05/2024,L/R,10,,Singleklipper 1,"3,2",Airation - Ninjatines,Adrian,No,No
28/05/2024,L/R,11,,Singleklipper 1,"3,2",Airation - Ninjatines,Bast,No,No
28/05/2024,L/R,12,,Singleklipper 2,"3,2",Airation - Ninjatines,Adrian,No,No
28/05/2024,L/R,13,,Singleklipper 1,"3,2",Airation - Ninjatines,Bast,No,No
28/05/2024,L/R,14,,Singleklipper 1,"3,2",Airation - Ninjatines,Adrian,No,No
28/05/2024,L/R,15,,Singleklipper 1,"3,2",Airation - Ninjatines,Bast,No,No
28/05/2024,L/R,16,,Singleklipper 2,"3,2",Airation - Ninjatines,Adrian,No,No
28/05/2024,L/R,17,,Singleklipper 1,"3,2",Airation - Ninjatines,Bast,No,No
28/05/2024,L/R,18,,Singleklipper 1,"3,2",Airation - Ninjatines,Adrian,No,No
28/05/2024,L/R,19,"5,5",Triplex,"3,2",,Adrian,No,No
28/05/2024,L/R,20,"0,5",Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,1,"3,5",Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,2,4,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,3,5,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,4,4,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,5,"3,5",Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,6,"5,5",Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,7,"6,5",Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,8,4,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,9,6,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,10,7,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,11,7,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,12,11,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,13,9,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,14,"7,5",Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,15,11,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,16,12,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,17,"15,5",Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,18,4,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,19,,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,20,"1,5",Triplex,"3,2",,Adrian,No,No
31/05/2024,R/L,1,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,2,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,3,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,4,28,Triplex,"3,2",Post topdress,Rasmus,Yes,No
31/05/2024,R/L,5,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,6,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,7,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,8,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,9,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,10,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,11,16,Triplex,"3,2",Post topdress,Rasmus,Yes,No
31/05/2024,R/L,12,18,Triplex,"3,2",Post topdress,Rasmus,Yes,No
31/05/2024,R/L,13,14,Triplex,"3,2",Post topdress,Rasmus,Yes,No
31/05/2024,R/L,14,18,Triplex,"3,2",Post topdress,Rasmus,Yes,No
31/05/2024,R/L,15,14,Triplex,"3,2",Post topdress,Rasmus,Yes,No
31/05/2024,R/L,16,14,Triplex,"3,2",Post topdress,Rasmus,Yes,No
31/05/2024,R/L,17,12,Triplex,"3,2",Post topdress,Rasmus,Yes,No
31/05/2024,R/L,18,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,19,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,20,,Triplex,"3,2",Post topdress,Bast,Yes,No
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,